number_of_activated_point;xpoint;ypoint;timestamp;pressure
1,254.0,465.0,36898760475500,0.37647063
2,679.0,464.0,36898982428104,0.3372549
3,980.0,486.0,36899198833833,0.29803923
7,200.0,1104.0,36899640772895,0.30588236
