number_of_activated_point;xpoint;ypoint;timestamp;pressure
1,226.0,457.0,36901004357791,0.34509805
2,601.0,462.0,36901207738520,0.3372549
3,912.0,501.0,36901390451541,0.32941177
9,892.0,1073.0,36901683720291,0.30588236
