number_of_activated_point;xpoint;ypoint;timestamp;pressure
1,251.0,450.0,36939088370285,0.33333334
2,594.0,394.0,36939291030181,0.3372549
3,981.0,383.0,36939482774973,0.3372549
6,891.0,769.0,36940706985910,0.30588236
