number_of_activated_point;xpoint;ypoint;timestamp;pressure
1,146.0,438.0,36896552115083,0.34509805
2,544.0,413.0,36896749162479,0.33333334
3,881.0,446.0,36896932697896,0.3254902
6,892.0,743.0,36897149711958,0.31764707
